index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
29,2022-07-22-20:11:38,100,-73,-58,100,100,100,-96,-77,-75,100,100,100,100,-89,100,100,-81,-80,100,100,100,100,100,100,100
30,2022-07-22-20:11:43,100,-73,-58,100,100,100,100,-77,-75,100,100,100,100,-83,100,100,-80,-80,100,100,100,100,100,100,100
31,2022-07-22-20:11:48,100,-74,-58,100,100,100,100,-80,-75,100,100,100,100,-82,100,100,-70,-80,100,100,100,100,100,100,100
32,2022-07-22-20:11:53,100,-72,-50,100,-93,100,100,-80,-75,100,100,100,100,-84,100,100,-70,-80,100,100,100,100,100,100,100
33,2022-07-22-20:11:58,100,-74,-50,100,100,100,-96,-77,-74,100,100,100,100,-84,100,100,-80,-68,100,100,100,100,100,100,100
34,2022-07-22-20:12:03,100,-73,-50,100,100,100,100,-80,-75,100,100,100,100,-89,100,100,-70,-80,100,100,100,100,100,100,100
35,2022-07-22-20:12:08,100,-74,-51,100,100,100,-95,-77,-75,100,100,100,100,-84,100,100,-71,-80,100,100,100,100,100,100,100
36,2022-07-22-20:12:13,100,-74,-50,100,100,100,-99,-80,-75,100,100,100,100,-82,100,100,-80,-68,100,100,100,100,100,100,100
37,2022-07-22-20:12:18,100,-73,-50,100,100,100,100,100,-75,100,100,100,100,-89,100,100,-80,-78,100,100,100,100,100,100,100
38,2022-07-22-20:12:23,100,-74,-51,100,-98,100,-96,-77,-75,100,100,100,100,-89,100,100,-71,-80,100,100,100,100,100,100,100
39,2022-07-22-20:12:28,100,-73,-51,100,100,100,-99,-93,-74,100,100,100,100,-82,100,100,-80,-80,100,100,100,100,100,100,100
40,2022-07-22-20:12:33,100,-73,-51,100,-93,100,-99,-77,-74,100,100,100,100,-84,100,100,-80,-78,100,100,100,100,100,100,100
41,2022-07-22-20:12:38,100,-74,-58,100,100,100,-95,-80,-75,100,100,100,100,-89,100,100,-77,-78,100,100,100,100,100,100,100
42,2022-07-22-20:12:43,100,-73,-58,100,-92,100,100,-77,-74,100,100,100,100,-89,100,100,-70,-68,100,100,100,100,100,100,100
43,2022-07-22-20:12:48,100,-74,-50,100,100,100,100,-80,-75,100,100,100,100,-89,100,100,-71,-68,100,100,100,100,100,100,100
44,2022-07-22-20:12:53,100,-74,-58,100,-93,100,100,-80,-75,100,100,100,100,-82,100,100,-80,-68,100,100,100,100,100,100,100
45,2022-07-22-20:12:58,100,-73,-51,100,100,100,-96,-77,-74,100,100,100,100,-89,100,100,-77,-80,100,100,100,100,100,100,100
46,2022-07-22-20:13:03,100,-74,-57,100,100,100,100,-80,-75,100,100,100,100,-89,100,100,-71,-78,100,100,100,100,100,100,100
47,2022-07-22-20:13:08,100,-74,-58,100,100,100,-94,-77,-75,100,100,100,100,-83,100,100,-70,-78,100,100,100,100,100,100,100
48,2022-07-22-20:13:13,100,-74,-58,100,-97,100,100,-80,-75,100,100,100,100,-89,100,100,-77,-77,100,100,100,100,100,100,100
49,2022-07-22-20:13:18,100,-73,-51,100,100,100,-95,-77,-75,100,100,100,100,-84,100,100,-80,-78,100,100,100,100,100,100,100
50,2022-07-22-20:13:23,100,-74,-51,100,-97,100,100,-93,-74,100,100,100,100,-84,100,100,-80,-80,100,100,100,100,100,100,100
51,2022-07-22-20:13:28,100,-74,-50,100,-98,100,-94,-77,-74,100,100,100,100,-84,100,100,-80,-80,100,100,100,100,100,100,100
52,2022-07-22-20:13:33,100,-74,-50,100,-93,100,-96,-93,-74,100,100,100,100,-89,100,100,-70,-80,100,100,100,100,100,100,100
53,2022-07-22-20:13:38,100,-74,-50,100,-95,100,-96,-77,-74,100,100,100,100,-82,100,100,-71,-68,100,100,100,100,100,100,100
54,2022-07-22-20:13:43,100,-73,-58,100,100,100,-96,-77,-73,100,100,100,100,-83,100,100,-80,-68,100,100,100,100,100,100,100
55,2022-07-22-20:13:48,100,-73,-50,100,100,100,100,-77,-74,100,100,100,100,-82,100,100,-70,-68,100,100,100,100,100,100,100
56,2022-07-22-20:13:53,100,-73,-57,100,-94,100,100,-77,-74,100,100,100,100,-82,100,100,-71,-78,100,100,100,100,100,100,100
57,2022-07-22-20:13:58,100,-73,-50,100,-93,100,100,-80,-74,100,100,100,100,-89,100,100,-71,-80,100,100,100,100,100,100,100
58,2022-07-22-20:14:03,100,-74,-57,100,100,100,-96,-80,-75,100,100,100,100,-89,100,100,-70,-77,100,100,100,100,100,100,100
59,2022-07-22-20:14:08,100,-73,-50,100,100,100,-94,-77,-74,100,100,100,100,-89,100,100,-71,-78,100,100,100,100,100,100,100
