index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
43,2022-07-22-15:02:29,100,-80,100,100,100,100,-88,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
44,2022-07-22-15:02:34,100,-84,100,100,-83,100,-90,-82,-65,100,100,100,100,-85,100,100,-82,-69,100,100,100,100,100,100,100
45,2022-07-22-15:02:39,100,-80,100,100,-83,100,-85,-86,-64,100,100,100,100,-85,100,100,-77,-64,100,100,100,100,100,100,100
46,2022-07-22-15:02:44,100,-80,100,100,100,100,-88,-86,-75,100,100,100,100,-96,100,100,-88,-69,100,100,100,100,100,100,100
47,2022-07-22-15:02:49,100,-80,100,100,100,100,-86,-86,-64,100,100,100,100,-85,100,100,100,-65,100,100,100,100,100,100,100
48,2022-07-22-15:02:54,100,-80,100,100,-83,100,-88,-86,-75,100,100,100,100,-93,100,100,-88,-69,100,100,100,100,100,100,100
49,2022-07-22-15:02:59,100,-83,100,100,-84,100,-90,-81,-65,100,100,100,100,-86,100,100,-82,-68,100,100,100,100,100,100,100
50,2022-07-22-15:03:04,100,-80,100,100,-82,100,-86,-86,-64,100,100,100,100,-85,100,100,-77,-65,100,100,100,100,100,100,100
51,2022-07-22-15:03:09,100,-84,100,100,-83,100,-91,100,-65,100,-98,100,100,-85,100,100,-83,100,100,100,100,100,100,100,100
52,2022-07-22-15:03:14,100,-80,100,100,-83,100,-91,-86,-63,100,100,100,100,-85,100,100,-77,-64,100,100,100,100,100,100,100
53,2022-07-22-15:03:19,100,-81,100,100,-96,100,-88,-98,-76,100,100,100,100,-95,100,100,-89,-69,100,100,100,100,100,100,100
54,2022-07-22-15:03:24,100,-84,100,-98,-84,100,-85,-82,-68,100,100,100,100,-88,100,100,-84,-65,100,100,100,100,100,100,100
55,2022-07-22-15:03:29,100,-84,100,100,-84,100,-86,100,100,100,100,100,100,-85,100,100,-76,-70,100,100,100,100,100,100,100
56,2022-07-22-15:03:34,100,-80,100,100,-84,100,-91,-80,-75,100,100,100,100,-84,100,100,-83,-68,100,100,100,100,100,100,100
57,2022-07-22-15:03:39,100,-80,100,100,-83,100,-86,-87,-64,100,100,100,100,-85,100,100,-77,-65,100,100,100,100,100,100,100
58,2022-07-22-15:03:44,100,-81,100,100,-83,100,-88,-87,-76,100,100,100,100,-93,100,100,-86,-69,100,100,100,100,100,-96,100
59,2022-07-22-15:03:49,100,-82,100,100,100,100,-88,100,-75,100,100,100,100,-94,100,100,100,-69,100,100,100,100,100,100,100
